from,to,relation,show,instagram
jioc,sisa,0,0,1
jioc,henn,0,0,1
jioc,nell,0,0,1
jioc,caog,0,0,1
jioc,cast,0,0,1
jioc,joja,0,0,1
jioc,lenn,0,0,1
jioc,nikö,0,0,1
jioc,olgi,0,0,1
jioc,rogr,0,0,1
jioc,liga,0,0,1
jioc,hakr,0,0,1
kenj,caka,0,0,1
kenj,jost,0,0,1
kenj,tata,0,0,1
kenj,lubi,0,0,1
kenj,pahe,0,0,1
kenj,sasi,0,0,1
kenj,jegr,0,0,1
kenj,tikü,0,0,1
kenj,chbr,0,0,1
kenj,sanja,0,0,1
kenj,sisa,0,0,1
kenj,anro,0,0,1
kenj,becm,0,0,1
kenj,henn,0,0,1
kenj,joma,0,0,1
kenj,nell,0,0,1
kenj,lefü,0,0,1
kenj,caog,0,0,1
kenj,cast,0,0,1
kenj,joja,0,0,1
kenj,olgi,0,0,1
kenj,rogr,0,0,1
kenj,stst,0,0,1
kenj,tako,0,0,1
kenj,joest,0,0,1
kenj,jelo,0,0,1
jost,nikö,0,0,1
sanja,nikö,0,0,1
xast,nikö,0,0,1
anro,nikö,0,0,1
becm,nikö,0,0,1
cast,nikö,0,0,1
joja,nikö,0,0,1
lenn,nikö,0,0,1
olgi,nikö,0,0,1
caog,nikö,0,0,1
henn,nikö,0,0,1
gisi,alki,1,3,0
coci,alki,1,3,0
pahe,sasi,1,3,0
frwa,sasi,1,3,2
nire,alki,1,3,2
chmo,sasi,1,3,0
alki,coci,1,3,0
emfe,sasi,1,3,0
sasi,alki,1,3,0
tikü,sasi,1,3,1
alri,sasi,1,3,0
chbr,alki,1,3,0
inki,sasi,1,3,0
pise,sasi,1,3,0
pahe,chbr,1,3,0
frwa,alki,1,3,1
emfe,chbr,1,3,0
aula,alki,1,3,0
tikü,alki,1,3,0
inki,alki,1,3,1
mldo,chbr,1,3,1
gisi,pise,1,3,0
coci,nagr,1,3,0
pahe,nagr,1,3,0
frwa,pise,1,3,1
nire,pise,1,3,0
emfe,nagr,1,3,1
aula,pise,1,3,0
sasi,pise,1,3,0
nagr,pise,1,3,0
tikü,nagr,1,3,0
sabe,mldo,1,3,0
inki,nagr,1,3,0
mldo,nagr,1,3,0
pise,nagr,1,3,0
gisi,emfe,1,3,0
coci,frwa,1,3,1
pahe,frwa,1,3,0
nire,emfe,1,3,0
aula,emfe,1,3,1
sasi,emfe,1,3,0
jegr,emfe,1,3,0
tikü,frwa,1,3,0
gisi,sabe,1,3,0
coci,nire,1,3,0
lubi,sabe,1,3,0
pahe,aula,1,3,0
frwa,inki,1,3,1
nire,sabe,1,3,0
aula,inki,1,3,0
sasi,sabe,1,3,0
jegr,sabe,1,3,1
tikü,jegr,1,3,0
sabe,jegr,1,3,1
lamo,nire,1,3,0
inki,aula,1,3,0
mldo,sabe,1,3,0
pise,nire,1,3,1
coci,lamo,1,3,1
tikü,pise,1,3,0
inki,pise,1,3,1
mldo,lamo,1,3,0
tikü,aula,1,3,1
mldo,frwa,1,3,1
gisi,coci,1,3,0
coci,gisi,1,3,0
lubi,mldo,1,3,0
pahe,gisi,1,3,0
frwa,coci,1,3,1
emfe,mldo,1,3,0
sasi,mldo,1,3,0
tikü,gisi,1,3,0
lamo,emfe,1,3,1
inki,emfe,1,3,0
mldo,emfe,1,3,0
pise,gisi,1,3,0
tikü,mldo,1,3,0
pise,mldo,1,3,0
tikü,emfe,0,3,0
tikü,inki,0,3,0
emfe,tikü,0,3,0
inki,tikü,0,3,0
SB,nire,2,3,0
CE,chmo,2,3,0
S&S,emfe,2,3,0
AM,aula,2,3,0
BAS,sasi,2,3,0
BHA,nagr,2,3,0
FM,jegr,2,3,0
SM,tikü,2,3,0
SM,alri,2,3,0
LU,chbr,2,3,0
MF,sanja,2,4,0
R,kenj,2,4,0
AM,sisa,2,4,0
R,xast,2,4,0
MP,anro,2,4,0
R,arie,2,4,0
RW,becm,2,4,0
H,elpi,2,4,0
H,joma,2,4,0
SM,nell,2,4,0
TMA,lefü,2,4,0
CAP,cast,2,4,0
MM,joja,2,4,0
H,olgi,2,4,0
ISWT,jioc,2,4,0
RD,fipa,2,5,0
WAE,stst,2,5,0
R,mace,2,5,0
TSL,siho,2,5,0
S&S,jogü,2,5,0
SM,masp,2,5,0
SM,brpa,2,5,0
S&S,umte,2,5,0
TVM,jeig,2,5,0
BSM,garo,2,5,0
H,dibr,2,5,0
ST,tako,2,5,0
BA,joest,2,5,0
BAS,josst,2,5,0
S&S,jelo,2,5,0
CRP,navo,2,5,0
fipa,lino,0,0,1
fipa,tope,0,0,1
fipa,coci,0,0,1
fipa,lubi,0,0,1
fipa,liga,0,0,1
fipa,yasy,0,0,1
fipa,jogü,0,0,1
fipa,umte,0,0,1
fipa,jeig,0,0,1
fipa,dibr,0,0,1
fipa,joest,0,0,1
fipa,josst,0,0,1
fipa,jelo,0,0,1
fipa,navo,0,0,1
stst,caka,0,0,1
stst,palj,0,0,1
stst,gisi,0,0,1
stst,lubi,0,0,1
stst,coci,0,0,1
stst,sasi,0,0,1
stst,tikü,0,0,1
stst,kenj,0,0,1
stst,caog,0,0,1
stst,siho,0,0,1
stst,jeig,0,0,1
stst,hufe,0,0,1
mace,caka,0,0,1
mace,dawe,0,0,1
mace,delo,0,0,1
mace,hasu,0,0,1
mace,lino,0,0,1
mace,maan,0,0,1
mace,stdü,0,0,1
mace,lubi,0,0,1
mace,sisa,0,0,1
mace,arie,0,0,1
mace,elpi,0,0,1
mace,cast,0,0,1
mace,olgi,0,0,1
mace,stst,0,0,1
mace,siho,0,0,1
mace,yasy,0,0,1
mace,dicv,0,0,1
mace,jogü,0,0,1
mace,brpa,0,0,1
mace,jeig,0,0,1
mace,garo,0,0,1
mace,dibr,0,0,1
mace,tako,0,0,1
mace,josst,0,0,1
mace,jelo,0,0,1
mace,navo,0,0,1
mace,saya,0,0,1
liga,jost,0,0,1
liga,tata,0,0,1
liga,palj,0,0,1
liga,liba,0,0,1
liga,edpi,0,0,1
liga,jede,0,0,1
liga,lubi,0,0,1
liga,pahe,0,0,1
liga,aula,0,0,1
liga,tikü,0,0,1
liga,sanja,0,0,1
liga,kenj,0,0,1
liga,arie,0,0,1
liga,joma,0,0,1
liga,vimi,0,0,1
liga,lefü,0,0,1
liga,jioc,0,0,1
liga,fipa,0,0,1
liga,siho,0,0,1
liga,yasy,0,0,1
liga,dicv,0,0,1
liga,masp,0,0,1
liga,brpa,0,0,1
liga,umte,0,0,1
liga,garo,0,0,1
liga,joest,0,0,1
liga,josst,0,0,1
liga,saya,0,0,1
siho,tata,0,0,1
siho,jede,0,0,1
siho,ersi,0,0,1
siho,coci,0,0,1
siho,lubi,0,0,1
siho,nagr,0,0,1
siho,tikü,0,0,1
siho,chbr,0,0,1
siho,inki,0,0,1
siho,sisa,0,0,1
siho,becm,0,0,1
siho,elpi,0,0,1
siho,vimi,0,0,1
siho,lefü,0,0,1
siho,cast,0,0,1
siho,stst,0,0,1
siho,mace,0,0,1
siho,liga,0,0,1
siho,yasy,0,0,1
siho,dicv,0,0,1
siho,umte,0,0,1
siho,jeig,0,0,1
siho,garo,0,0,1
siho,tako,0,0,1
siho,josst,0,0,1
siho,jelo,0,0,1
siho,navo,0,0,1
yasy,jost,0,0,1
yasy,tata,0,0,1
yasy,rywö,0,0,1
yasy,emfe,0,0,1
yasy,sasi,0,0,1
yasy,tikü,0,0,1
yasy,arie,0,0,1
yasy,becm,0,0,1
yasy,lefü,0,0,1
yasy,joja,0,0,1
yasy,stst,0,0,1
yasy,mace,0,0,1
yasy,liga,0,0,1
yasy,siho,0,0,1
yasy,dicv,0,0,1
yasy,jogü,0,0,1
yasy,brpa,0,0,1
yasy,jeig,0,0,1
yasy,garo,0,0,1
yasy,dibr,0,0,1
yasy,joest,0,0,1
yasy,jelo,0,0,1
yasy,navo,0,0,1
yasy,saya,0,0,1
dicv,lino,0,0,1
dicv,maan,0,0,1
dicv,pise,0,0,1
dicv,edpi,0,0,1
dicv,coci,0,0,1
dicv,nagr,0,0,1
dicv,chbr,0,0,1
dicv,arie,0,0,1
dicv,lefü,0,0,1
dicv,cast,0,0,1
dicv,mace,0,0,1
dicv,liga,0,0,1
dicv,siho,0,0,1
dicv,yasy,0,0,1
dicv,jogü,0,0,1
dicv,masp,0,0,1
dicv,brpa,0,0,1
dicv,jeig,0,0,1
dicv,dibr,0,0,1
dicv,tako,0,0,1
dicv,josst,0,0,1
jogü,jost,0,0,1
jogü,tope,0,0,1
jogü,edpi,0,0,1
jogü,mikl,0,0,1
jogü,lubi,0,0,1
jogü,aula,0,0,1
jogü,tikü,0,0,1
jogü,fipa,0,0,1
jogü,stst,0,0,1
jogü,mace,0,0,1
jogü,yasy,0,0,1
jogü,umte,0,0,1
jogü,dibr,0,0,1
jogü,josst,0,0,1
jogü,jelo,0,0,1
jogü,navo,0,0,1
masp,jost,0,0,1
masp,jede,0,0,1
masp,coci,0,0,1
masp,sasi,0,0,1
masp,nikö,0,0,1
masp,stst,0,0,1
masp,liga,0,0,1
masp,yasy,0,0,1
masp,dicv,0,0,1
masp,brpa,0,0,1
masp,umte,0,0,1
masp,garo,0,0,1
masp,dibr,0,0,1
masp,josst,0,0,1
masp,jelo,0,0,1
brpa,delo,0,0,1
brpa,jost,0,0,1
brpa,lale,0,0,1
brpa,sigo,0,0,1
brpa,sabe,0,0,1
brpa,arie,0,0,1
brpa,fipa,0,0,1
brpa,stst,0,0,1
brpa,mace,0,0,1
brpa,liga,0,0,1
brpa,yasy,0,0,1
brpa,dicv,0,0,1
brpa,jogü,0,0,1
brpa,masp,0,0,1
brpa,umte,0,0,1
brpa,jeig,0,0,1
brpa,garo,0,0,1
brpa,tako,0,0,1
brpa,joest,0,0,1
brpa,jelo,0,0,1
brpa,navo,0,0,1
umte,bekl,0,0,1
umte,chok,0,0,1
umte,delo,0,0,1
umte,pise,0,0,1
umte,stdü,0,0,1
umte,tata,0,0,1
umte,tope,0,0,1
umte,edpi,0,0,1
umte,mikl,0,0,1
umte,jede,0,0,1
umte,makl,0,0,1
umte,ersi,0,0,1
umte,gisi,0,0,1
umte,coci,0,0,1
umte,sasi,0,0,1
umte,lamo,0,0,1
umte,inki,0,0,1
umte,sisa,0,0,1
umte,becm,0,0,1
umte,caog,0,0,1
umte,nikö,0,0,1
umte,fipa,0,0,1
umte,liga,0,0,1
umte,siho,0,0,1
umte,yasy,0,0,1
umte,jogü,0,0,1
umte,masp,0,0,1
umte,brpa,0,0,1
umte,josst,0,0,1
umte,jeig,0,0,1
umte,garo,0,0,1
umte,dibr,0,0,1
umte,navo,0,0,1
umte,saya,0,0,1
umte,siba,0,0,1
umte,mimo,0,0,1
umte,hakr,0,0,1
jeig,anla,0,0,1
jeig,jost,0,0,1
jeig,tata,0,0,1
jeig,palj,0,0,1
jeig,jede,0,0,1
jeig,makl,0,0,1
jeig,coci,0,0,1
jeig,elpi,0,0,1
jeig,henn,0,0,1
jeig,joma,0,0,1
jeig,nell,0,0,1
jeig,lefü,0,0,1
jeig,fipa,0,0,1
jeig,stst,0,0,1
jeig,mace,0,0,1
jeig,liga,0,0,1
jeig,siho,0,0,1
jeig,dicv,0,0,1
jeig,brpa,0,0,1
jeig,umte,0,0,1
jeig,tako,0,0,1
jeig,jelo,0,0,1
garo,jost,0,0,1
garo,lale,0,0,1
garo,palj,0,0,1
garo,mikl,0,0,1
garo,jede,0,0,1
garo,nagr,0,0,1
garo,jegr,0,0,1
garo,lamo,0,0,1
garo,becm,0,0,1
garo,elpi,0,0,1
garo,rogr,0,0,1
garo,joma,0,0,1
garo,nell,0,0,1
garo,mace,0,0,1
garo,liga,0,0,1
garo,siho,0,0,1
garo,yasy,0,0,1
garo,masp,0,0,1
garo,brpa,0,0,1
garo,umte,0,0,1
garo,jeig,0,0,1
garo,tako,0,0,1
garo,josst,0,0,1
dibr,joma,0,0,1
dibr,mace,0,0,1
dibr,yasy,0,0,1
dibr,jogü,0,0,1
dibr,masp,0,0,1
dibr,josst,0,0,1
dibr,navo,0,0,1
tako,caka,0,0,1
tako,jost,0,0,1
tako,lale,0,0,1
tako,tata,0,0,1
tako,palj,0,0,1
tako,liba,0,0,1
tako,jede,0,0,1
tako,lubi,0,0,1
tako,emfe,0,0,1
tako,nagr,0,0,1
tako,kenj,0,0,1
tako,becm,0,0,1
tako,henn,0,0,1
tako,nell,0,0,1
tako,cast,0,0,1
tako,stst,0,0,1
tako,siho,0,0,1
tako,dicv,0,0,1
tako,brpa,0,0,1
tako,jeig,0,0,1
tako,garo,0,0,1
tako,josst,0,0,1
tako,jelo,0,0,1
joest,hasu,0,0,1
joest,jost,0,0,1
joest,lale,0,0,1
joest,tata,0,0,1
joest,palj,0,0,1
joest,edpi,0,0,1
joest,jede,0,0,1
joest,emfe,0,0,1
joest,nagr,0,0,1
joest,tikü,0,0,1
joest,sabe,0,0,1
joest,sanja,0,0,1
joest,kenj,0,0,1
joest,anro,0,0,1
joest,arie,0,0,1
joest,becm,0,0,1
joest,elpi,0,0,1
joest,joma,0,0,1
joest,lefü,0,0,1
joest,fipa,0,0,1
joest,liga,0,0,1
joest,yasy,0,0,1
joest,brpa,0,0,1
joest,josst,0,0,1
joest,navo,0,0,1
josst,jede,0,0,1
josst,nagr,0,0,1
josst,inki,0,0,1
josst,nell,0,0,1
josst,cast,0,0,1
josst,fipa,0,0,1
josst,mace,0,0,1
josst,siho,0,0,1
josst,dicv,0,0,1
josst,jogü,0,0,1
josst,jeig,0,0,1
josst,joest,0,0,1
jelo,hasu,0,0,1
jelo,jost,0,0,1
jelo,lale,0,0,1
jelo,jede,0,0,1
jelo,makl,0,0,1
jelo,coci,0,0,1
jelo,loma,0,0,1
jelo,lubi,0,0,1
jelo,emfe,0,0,1
jelo,aula,0,0,1
jelo,tikü,0,0,1
jelo,sabe,0,0,1
jelo,lamo,0,0,1
jelo,inki,0,0,1
jelo,kenj,0,0,1
jelo,anro,0,0,1
jelo,joma,0,0,1
jelo,lefü,0,0,1
jelo,caog,0,0,1
jelo,fipa,0,0,1
jelo,stst,0,0,1
jelo,mace,0,0,1
jelo,liga,0,0,1
jelo,siho,0,0,1
jelo,jogü,0,0,1
jelo,brpa,0,0,1
jelo,jeig,0,0,1
jelo,tako,0,0,1
jelo,josst,0,0,1
jelo,navo,0,0,1
navo,jost,0,0,1
navo,stdü,0,0,1
navo,tata,0,0,1
navo,jegr,0,0,1
navo,becm,0,0,1
navo,fipa,0,0,1
navo,stst,0,0,1
navo,siho,0,0,1
navo,yasy,0,0,1
navo,jogü,0,0,1
navo,brpa,0,0,1
navo,umte,0,0,1
navo,dibr,0,0,1
navo,joest,0,0,1
navo,josst,0,0,1
navo,jelo,0,0,1
RTM,paro,2,6,0
R,saya,2,6,0
E2R,evbe,2,6,0
VM,giof,2,6,0
SR,siba,2,6,0
LVE,mimo,2,6,0
MC,nibe,2,6,0
paro,stdü,0,0,1
paro,sigo,0,0,1
paro,liba,0,0,1
paro,rywö,0,0,1
paro,makl,0,0,1
paro,saya,0,0,1
paro,siba,0,0,1
paro,mimo,0,0,1
paro,hakr,0,0,1
paro,hufe,0,0,1
paro,nibe,0,0,1
saya,gifa,0,0,1
saya,stdü,0,0,1
saya,palj,0,0,1
saya,loma,0,0,1
saya,pahe,0,0,1
saya,becm,0,0,1
saya,paro,0,0,1
saya,siba,0,0,1
evbe,caka,0,0,1
evbe,chok,0,0,1
evbe,gifa,0,0,1
evbe,lino,0,0,1
evbe,sigo,0,0,1
evbe,stsc,0,0,1
evbe,jede,0,0,1
evbe,sanja,0,0,1
evbe,sabe,0,0,1
evbe,joja,0,0,1
evbe,olgi,0,0,1
evbe,fipa,0,0,1
evbe,siba,0,0,1
evbe,hakr,0,0,1
evbe,nibe,0,0,1
siba,jehi,0,0,1
siba,lino,0,0,1
siba,stdü,0,0,1
siba,umte,0,0,1
siba,paro,0,0,1
siba,saya,0,0,1
siba,mimo,0,0,1
siba,hakr,0,0,1
siba,nibe,0,0,1
mimo,jioc,0,0,1
mimo,hakr,0,0,1
hakr,jioc,0,0,1
hakr,umte,0,0,1
hakr,paro,0,0,1
hakr,siba,0,0,1
hakr,mimo,0,0,1
hakr,hufe,0,0,1
hakr,nibe,0,0,1
hufe,lino,0,0,1
hufe,stdü,0,0,1
hufe,palj,0,0,1
hufe,coci,0,0,1
hufe,pahe,0,0,1
hufe,arie,0,0,1
hufe,fipa,0,0,1
hufe,umte,0,0,1
hufe,siba,0,0,1
hufe,hakr,0,0,1
hufe,nibe,0,0,1
nibe,stdü,0,0,1
nibe,gisi,0,0,1
nibe,arie,0,0,1
nibe,paro,0,0,1
nibe,saya,0,0,1
nibe,evbe,0,0,1
nibe,mimo,0,0,1
sigo,tata,1,2,0
sigo,delo,1,2,0
stsc,tata,1,2,1
hara,jede,1,2,0
hara,makl,1,2,0
pipa,jede,1,2,0
pipa,makl,1,2,0
joho,tata,1,2,0
joho,delo,1,2,0
tiho,tata,1,2,1
tiho,delo,1,2,0
tope,joho,1,2,0
tope,tiho,1,2,0
palj,joho,1,2,0
palj,tiho,1,2,0
liba,tata,1,2,1
rywö,tata,1,2,1
rywö,delo,1,2,0
edpi,joho,1,2,0
edpi,tiho,1,2,0
mikl,joho,1,2,0
mikl,tiho,1,2,0
jede,hara,1,2,0
jede,pipa,1,2,0
makl,hara,1,2,0
makl,pipa,1,2,0
tata,joho,1,2,1
tata,tiho,1,2,1
delo,joho,1,2,1
delo,tiho,1,2,0
stsc,delo,1,2,0
tope,liba,1,2,0
tope,rywö,1,2,0
palj,liba,1,2,0
palj,rywö,1,2,0
liba,delo,1,2,0
edpi,liba,1,2,0
edpi,rywö,1,2,0
mikl,liba,1,2,0
mikl,rywö,1,2,0
jede,liba,1,2,1
jede,rywö,1,2,1
makl,liba,1,2,1
makl,rywö,1,2,1
sigo,palj,1,2,0
sigo,tope,1,2,0
stsc,palj,1,2,0
stsc,tope,1,2,0
joho,palj,1,2,0
joho,tope,1,2,0
tiho,palj,1,2,0
tiho,tope,1,2,0
jede,joho,1,2,0
jede,tiho,1,2,0
makl,joho,1,2,0
makl,tiho,1,2,0
tata,palj,1,2,1
tata,tope,1,2,1
delo,palj,1,2,1
delo,tope,1,2,0
paza,joho,1,2,0
paza,tiho,1,2,1
loma,joho,1,2,0
loma,tiho,1,2,0
sarja,joho,1,2,0
sarja,tiho,1,2,0
ersi,joho,1,2,0
ersi,tiho,1,2,0
sigo,jede,1,2,0
sigo,makl,1,2,0
stsc,jede,1,2,0
stsc,makl,1,2,0
edpi,loma,1,2,1
edpi,paza,1,2,1
mikl,loma,1,2,0
mikl,paza,1,2,0
jede,loma,1,2,0
jede,paza,1,2,0
makl,loma,1,2,0
makl,paza,1,2,0
tata,edpi,1,2,1
tata,mikl,1,2,1
delo,edpi,1,2,0
delo,mikl,1,2,1
paza,edpi,1,2,1
paza,mikl,1,2,0
loma,edpi,1,2,1
loma,mikl,1,2,0
sarja,loma,1,2,1
sarja,paza,1,2,0
ersi,loma,1,2,0
ersi,paza,1,2,1
sigo,edpi,1,2,0
sigo,mikl,1,2,0
stsc,edpi,1,2,1
stsc,mikl,1,2,1
edpi,sigo,1,2,0
edpi,stsc,1,2,1
mikl,sigo,1,2,0
mikl,stsc,1,2,1
jede,sigo,1,2,0
jede,stsc,1,2,0
makl,sigo,1,2,0
makl,stsc,1,2,0
tata,sigo,1,2,0
tata,stsc,1,2,1
delo,sigo,1,2,0
delo,stsc,1,2,0
sarja,delo,1,2,0
sarja,tata,1,2,0
ersi,delo,1,2,1
ersi,tata,1,2,0
pipa,hara,0,0,1
mikl,edpi,0,0,0
jede,makl,0,0,0
paza,loma,0,0,2
loma,paza,0,0,2
sarja,ersi,0,0,0
ersi,sarja,0,0,0
tata,delo,0,0,0
inki,gisi,0,0,1
inki,lubi,0,0,1
inki,frwa,0,0,1
inki,nire,0,0,1
inki,chmo,0,0,1
inki,alri,0,0,1
inki,sabe,0,0,1
inki,mldo,0,0,1
jegr,coci,0,0,1
jegr,nire,0,0,1
jegr,aula,0,0,1
jegr,nagr,0,0,1
jegr,lamo,0,0,1
jegr,mldo,0,0,1
chbr,gisi,0,0,1
chbr,coci,0,0,1
chbr,lubi,0,0,1
chbr,frwa,0,0,1
chbr,nire,0,0,1
chbr,chmo,0,0,1
chbr,aula,0,0,1
chbr,sasi,0,0,1
chbr,alri,0,0,1
chbr,sabe,0,0,1
pahe,coci,0,0,1
pahe,lubi,0,0,1
pahe,tikü,0,0,1
coci,lubi,0,0,1
coci,pahe,0,0,1
coci,chmo,0,0,1
coci,sasi,0,0,1
coci,jegr,0,0,1
coci,alri,0,0,1
coci,chbr,0,0,1
coci,sabe,0,0,1
coci,mldo,0,0,1
coci,pise,0,0,1
nagr,gisi,0,0,1
nagr,lubi,0,0,1
nagr,frwa,0,0,1
nagr,nire,0,0,1
nagr,emfe,0,0,1
nagr,aula,0,0,1
nagr,sasi,0,0,1
nagr,jegr,0,0,1
nagr,alri,0,0,1
nagr,sabe,0,0,1
nagr,lamo,0,0,1
nire,lubi,0,0,1
nire,pahe,0,0,1
nire,aula,0,0,1
nire,nagr,0,0,1
nire,jegr,0,0,1
nire,inki,0,0,1
lamo,gisi,0,0,1
lamo,coci,0,0,1
lamo,lubi,0,0,1
lamo,frwa,0,0,1
lamo,emfe,0,0,1
lamo,aula,0,0,1
lamo,sasi,0,0,1
lamo,nagr,0,0,1
lamo,jegr,0,0,1
lamo,tikü,0,0,1
lamo,chbr,0,0,1
lamo,sabe,0,0,1
lamo,inki,0,0,1
frwa,gisi,0,0,1
frwa,nire,0,0,1
frwa,emfe,0,0,1
frwa,aula,0,0,1
frwa,nagr,0,0,1
frwa,jegr,0,0,1
frwa,tikü,0,0,1
frwa,alri,0,0,1
frwa,chbr,0,0,1
frwa,sabe,0,0,1
frwa,lamo,0,0,1
frwa,mldo,0,0,1
alki,gisi,0,0,1
alki,frwa,0,0,1
alki,nire,0,0,1
alki,aula,0,0,1
alki,tikü,0,0,1
alki,chbr,0,0,2
alki,inki,0,0,1
tikü,pahe,0,0,1
tikü,nire,0,0,1
sasi,frwa,0,0,1
sasi,nagr,0,0,1
lubi,coci,0,0,1
lubi,pahe,0,0,1
lubi,frwa,0,0,1
lubi,nire,0,0,1
lubi,emfe,0,0,1
lubi,aula,0,0,1
lubi,sasi,0,0,1
lubi,nagr,0,0,1
lubi,chbr,0,0,1
lubi,lamo,0,0,1
lubi,inki,0,0,1
emfe,lubi,0,0,1
emfe,pahe,0,0,1
emfe,aula,0,0,1
emfe,sabe,0,0,1
emfe,lamo,0,0,1
emfe,pise,0,0,1
mldo,coci,0,0,1
mldo,chmo,0,0,1
mldo,aula,0,0,1
mldo,jegr,0,0,1
mldo,alri,0,0,1
mldo,inki,0,0,1
chmo,coci,0,0,1
chmo,lubi,0,0,1
chmo,aula,0,0,1
chmo,chbr,0,0,1
chmo,inki,0,0,1
chmo,mldo,0,0,1
pise,frwa,0,0,1
pise,emfe,0,0,1
pise,sabe,0,0,1
pise,inki,0,0,1
aula,lubi,0,0,1
aula,chmo,0,0,1
aula,nagr,0,0,1
aula,jegr,0,0,1
aula,tikü,0,0,1
aula,alri,0,0,1
aula,chbr,0,0,1
aula,lamo,0,0,1
sabe,gisi,0,0,1
sabe,coci,0,0,1
sabe,lubi,0,0,1
sabe,pahe,0,0,1
sabe,frwa,0,0,1
sabe,chmo,0,0,1
sabe,emfe,0,0,1
sabe,sasi,0,0,1
sabe,nagr,0,0,1
sabe,tikü,0,0,1
sabe,alri,0,0,1
sabe,chbr,0,0,1
sabe,lamo,0,0,1
sabe,inki,0,0,1
sabe,pise,0,0,1
alri,gisi,0,0,1
alri,coci,0,0,1
alri,frwa,0,0,1
alri,nire,0,0,1
alri,aula,0,0,1
alri,nagr,0,0,1
alri,chbr,0,0,1
alri,sabe,0,0,1
alri,inki,0,0,1
alri,mldo,0,0,1
ersi,mikl,0,0,2
pise,lamo,0,0,2
lamo,pise,0,0,2
pise,gifa,0,0,2
pise,jelo,0,0,2
jelo,pise,0,0,2
pise,pahe,0,0,2
edpi,mikl,0,0,0
gisi,siba,0,0,2
siba,gisi,0,0,2
lubi,garo,0,0,2
garo,lubi,0,0,2
lubi,dicv,0,0,2
dicv,lubi,0,0,2
frwa,lubi,0,0,2
frwa,pahe,0,0,2
nire,tikü,0,0,2
nire,sasi,0,0,2
nire,chbr,0,0,2
nire,frwa,0,0,2
nire,alki,0,0,2
sasi,tikü,0,0,2
sasi,nire,0,0,2
sasi,chbr,0,0,2
sasi,gisi,0,0,2
sasi,caka,0,0,2
sasi,umte,0,0,2
tikü,lefü,0,0,2
lefü,tikü,0,0,2
tikü,lubi,0,0,2
lubi,tikü,0,0,2
inki,lamo,0,0,2
palj,sanja,0,0,2
sanja,palj,0,0,2
hasu,sanja,0,0,2
sanja,hasu,0,0,2
aula,sanja,0,0,2
sanja,aula,0,0,2
elpi,arie,0,0,2
nell,dibr,0,0,2
dibr,nell,0,0,2
nell,garo,0,0,2
caog,tikü,0,0,2
olgi,anro,0,0,2
anro,olgi,0,0,2
rogr,sisa,0,0,2
sisa,rogr,0,0,2
rogr,nell,0,0,2
rogr,joma,0,0,2
rogr,nikö,0,0,2
rogr,cast,0,0,2
rogr,caog,0,0,2
sisa,nell,0,0,2
sisa,joma,0,0,2
sisa,nikö,0,0,2
sisa,cast,0,0,2
sisa,caog,0,0,2
stst,josst,0,0,2
stst,dicv,0,0,2
dicv,stst,0,0,2
stst,garo,0,0,2
stst,jelo,0,0,2
stst,joest,0,0,2
stst,tako,0,0,2
stst,lale,0,0,2
stst,umte,0,0,2
stst,yasy,0,0,2
stst,fipa,0,0,2
stst,liga,0,0,2
stst,jeig,0,0,2
stst,jogü,0,0,2
stst,navo,0,0,2
stst,jost,0,0,2
stst,dibr,0,0,2
stst,masp,0,0,2
stst,joma,0,0,2
stst,brpa,0,0,2
stst,mace,0,0,2
mace,fipa,0,0,2
fipa,mace,0,0,2
mace,jost,0,0,2
jost,mace,0,0,2
liga,tako,0,0,2
tako,liga,0,0,2
liga,jelo,0,0,2
liga,jeig,0,0,2
liga,stst,0,0,2
dicv,jost,0,0,2
dicv,joma,0,0,2
umte,nibe,0,0,2
umte,paro,0,0,2
tako,jost,0,0,2
dicv,garo,0,0,2
jost,garo,0,0,2
jeig,garo,0,0,2
jeig,aula,0,0,2
jeig,lamo,0,0,2
lamo,jeig,0,0,2
dibr,umte,0,0,2
dibr,fipa,0,0,2
joest,sisa,0,0,2
sisa,joest,0,0,2
siho,joest,0,0,2
joest,siho,0,0,2
jelo,joest,0,0,2
joest,jelo,0,0,2
josst,stst,0,0,2
josst,sasi,0,0,2
sasi,josst,0,0,2
josst,jelo,0,0,2
josst,jost,0,0,2
josst,dibr,0,0,2
josst,masp,0,0,2
josst,garo,0,0,2
josst,yasy,0,0,2
josst,tako,0,0,2
josst,umte,0,0,2
josst,joma,0,0,2
josst,liga,0,0,2
josst,navo,0,0,2
josst,lale,0,0,2
saya,arie,0,0,2
saya,mimo,0,0,2
saya,umte,0,0,2
evbe,giof,0,0,2
hufe,evbe,0,0,2
evbe,hufe,0,0,2
hufe,giof,0,0,2
hufe,mimo,0,0,2
siba,hufe,0,0,2
mimo,siba,0,0,2
mimo,saya,0,0,2
mimo,stdü,0,0,2
mimo,hufe,0,0,2
mimo,umte,0,0,2
mimo,arie,0,0,2
mimo,nibe,0,0,2
mimo,paro,0,0,2
hufe,paro,0,0,2
nibe,umte,0,0,2
nibe,hakr,0,0,2
nibe,hufe,0,0,2
nibe,siba,0,0,2
yasy,fipa,0,0,2
yasy,josst,0,0,2
yasy,umte,0,0,2
yasy,masp,0,0,2
aisi,KdRs,3,0,0
anla,KdRs,3,0,0
anse,KdRs,3,0,0
